Item {0} is cancelled,アイテム{0}をキャンセルしました
Item {0} is disabled,アイテム{0}は無効です
Item {0} is not a drop ship item. Only drop ship items can have Delivered Qty updated.,品目 {0} はドロップシップ品目ではありません。ドロップシップ品目のみが納品数量を更新できます。
Item {0} is not a serialized Item,アイテム{0}にはシリアル番号が付与されていません
Item {0} is not a stock Item,アイテム{0}は在庫アイテムではありません
Item {0} is not a subcontracted item,品目 {0} は外注品目ではありません
Item {0} is not a template item.,品目 {0} はテンプレート品目ではありません。
Item {0} is not active,アイテム{0}はアクティブではありません
Item {0} is not active or end of life has been reached,アイテム{0}は、アクティブでないか、販売終了となっています
Item {0} is not setup for Serial Nos. Check Item master,アイテム{0}にはシリアル番号が設定されていません。アイテムマスタを確認してください。
Item {0} is not setup for Serial Nos. Column must be blank,アイテム{0}にはシリアル番号が設定されていません。列は空白でなければなりません。
Item {0} must be a Fixed Asset Item,アイテムは、{0}固定資産項目でなければなりません
Item {0} must be a Non-Stock Item,品目 {0} は非在庫品目である必要があります
Item {0} must be a Sub-contracted Item,アイテム{0}は下請けアイテムでなければなりません
Item {0} must be a non-stock item,アイテム{0}は非在庫アイテムでなければなりません
Item {0} must be a stock Item,アイテム{0}は在庫アイテムでなければなりません
Item {0} not found,アイテム{0}が見つかりません
Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},仕入注文 {1} の「原材料供給」テーブルにアイテム {0} が見つかりません
Item {0} not found in 'Raw Materials Supplied' table in {1} {2},品目 {0} は {1} {2} の「支給原材料」テーブルに見つかりません
Item {0} not found.,品目 {0} が見つかりません。
Item {0} {1},アイテム{0} {1}
Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,アイテム{0}：発注数量{1}は最小注文数量{2}（アイテム内で定義）より小さくすることはできません
Item {0}: {1} qty produced.,アイテム{0}：生産された{1}個。
Item {0}: {1} qty produced. ,アイテム{0}：生産された{1}個。
Item {} does not exist.,品目 {} は存在しません。
"Item, Customer, Supplier and Quotation",品目、顧客、仕入先、見積書
Item-wise Annual Sales,品目別の年間売上
Item-wise Price List Rate,アイテムごとの価格表単価
Item-wise Purchase History,アイテムごとの仕入履歴
Item-wise Purchase Register,アイテムごとの仕入登録
Item-wise Sales History,アイテムごとの販売履歴
Item-wise Sales Register,アイテムごとの販売登録
Item-wise sales Register,品目別売上登録
Item/Item Code required to get Item Tax Template.,品目税テンプレートを取得するには、品目/品目コードが必要です。
Item: {0} does not exist in the system,アイテム：{0}はシステムに存在しません
Items,アイテム
Items & Pricing,品目と価格設定
Items Catalogue,品目カタログ
Items Filter,アイテムフィルター
Items Required,必要なアイテム
Items To Be Received,受領予定品目
Items To Be Requested,要求されるアイテム
Items already synced,品目は同期済です
Items and Pricing,アイテムと価格
Items cannot be updated as Subcontracting Inward Order(s) exist against this Subcontracted Sales Order.,この外注受注に対して外注入荷指示が存在するため、品目を更新できません。
Items cannot be updated as Subcontracting Order is created against the Purchase Order {0}.,発注書 {0} に対して外注指示が作成されているため、品目を更新できません。
Items for Raw Material Request,原材料請求の明細
Items not found.,品目が見つかりません。
Items rate has been updated to zero as Allow Zero Valuation Rate is checked for the following items: {0},以下の品目 {0} に対して「ゼロ評価レートを許可」がチェックされているため、品目の単価はゼロに更新されました。
Items to Be Repost,再計上
Items to Manufacture are required to pull the Raw Materials associated with it.,製造するアイテムは、それに関連する原材料を引き出すために必要です。
Items to Order and Receive,発注および受領する品目
Items to Reserve,準備金
Items under this warehouse will be suggested,この倉庫の下のアイテムが提案されます
Items with higher weightage will be shown higher,高い比重を持つアイテムはより高く表示されます
Items {0} do not exist in the Item master.,品目 {0} は品目マスターに存在しません。
Itemwise Discount,アイテムごとの割引
Itemwise Recommended Reorder Level,アイテムごとに推奨される再注文レベル
JS Message,JSメッセージ
JSON Output,JSON出力
JSON Request Body,JSONリクエストボディ
Jammu and Kashmir,ジャンムー・カシミール
Jane Doe,ジェーン・ドウ
January,1月
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript形式：frappe.query_reports ['REPORTNAME'] = {}
Javascript is disabled on your browser,Javascriptがブラウザで無効になっています
Javascript to append to the head section of the page.,Javascriptをページの先頭のセクションに追加する。
Jharkhand,ジャールカンド
Jinja,ジンジャ
Job,ジョブ
Job Applicant,求職者
Job Capacity,ジョブ能力
Job Card,ジョブカード
Job Card Analysis,ジョブカード分析
Job Card Item,ジョブカードアイテム
Job Card Operation,ジョブカード工程
Job Card Scheduled Time,ジョブカードスケジュール済時間
Job Card Scrap Item,ジョブカード スクラップ品目
Job Card Secondary Item,作業指示書副品目
Job Card Summary,ジョブカードの概要
Job Card Time Log,ジョブカードのタイムログ
Job Card and Capacity Planning,ジョブカード能力計画
Job Card {0} has been completed,作業指示書 {0} は完了しました
Job Cards,作業指示書
Job ID,ジョブID
Job Id,ジョブID
Job Info,ジョブ情報
Job Name,ジョブ名
Job Paused,ジョブ一時停止
Job Started,仕事は始めました
Job Status,ジョブステータス
Job Stopped Successfully,ジョブが正常に停止しました
Job Title,職業名
Job Worker,ジョブ作業者
Job Worker Address,ジョブ作業者住所
Job Worker Address Details,ジョブ作業者住所詳細
Job Worker Contact,ジョブ作業者連絡先
Job Worker Currency,ジョブ作業者通貨
Job Worker Delivery Note,ジョブ作業者納品メモ
Job Worker Name,ジョブ作業者名前
Job Worker Warehouse,ジョブ作業者倉庫
Job card {0} created,ジョブカード{0}が作成されました
Job is in {0} state and can't be cancelled,ジョブは{0}状態であり、キャンセルできません
Job is not running.,ジョブは実行されていません。
Job stopped successfully,ジョブが正常に停止しました
Job: {0} has been triggered for processing failed transactions,ジョブ: {0} は、失敗したトランザクションを処理するためにトリガーされました
John Doe,ジョン・ドウ
Join,参加
Join video conference with {0},{0}とビデオ会議に参加
Joining,入社
Joining Date can not be greater than Leaving Date,参加日は出発日よりも大きくすることはできません
Joining Details,結合の詳細
Joule,ジュール
Joule/Meter,ジュール/メートル
Journal Auditing Voucher,仕訳監査伝票
Journal Energy Point,仕訳のエナジーポイント
Journal Entries,仕訳入力
Journal Entries {0} are un-linked,仕訳{0}はリンク解除されています
Journal Entry,仕訳
Journal Entry Account,仕訳勘定
Journal Entry Detail No,仕訳 明細番号
Journal Entry Template,仕訳入力テンプレート
Journal Entry Template Account,仕訳テンプレートアカウント
Journal Entry Type,仕訳入力タイプ
Journal Entry for Asset scrapping cannot be cancelled. Please restore the Asset.,資産除却の仕訳伝票はキャンセルできません。資産を復元してください。
Journal Entry for Scrap,スクラップ用の仕訳
Journal Entry type should be set as Depreciation Entry for asset depreciation,資産減価償却の場合、仕訳伝票タイプは減価償却伝票として設定する必要があります
Journal Entry {0} does not have account {1} or already matched against other voucher,仕訳{0}は、勘定{1}が無いか、既に他の伝票に照合されています
Journal Template Accounts,仕訳伝票テンプレート勘定科目
Journal entries have been created,仕訳伝票が作成されました
Journals,仕訳
Journals have been created,仕訳を作成しました
Jump to field,フィールドへジャンプ
KSA VAT Report,サウジアラビア VAT レポート
KSA VAT Setting,サウジアラビア VAT 設定
Kanban,かんばん
Kanban Board,かんばんボード
Kanban Board Column,かんばんボード列
Kanban Board Name,かんばんボード名
Kanban Settings,カンバン設定
Kanban View,カンバンビュー
Karma,蓄積ポイント
Karnataka,カルナータカ
Keep Closed,閉じたままにする
Keep Gravatar URLs,Gravatar の URL を残す
"Keep Track of Sales Campaigns. Keep track of Leads, Quotations, Sales Order etc from Campaigns to gauge Return on Investment.",セールスキャンペーンを追跡します。投資収益率を測定するために、キャンペーンから受注、見積、リードなどを追跡します。
"Keep Track of Sales Campaigns. Keep track of Leads, Quotations, Sales Order etc from Campaigns to gauge Return on Investment. ",セールスキャンペーンを追跡します。投資収益率を測定するために、キャンペーンから受注、見積、リードなどを追跡します。
Keep track of all update feeds,すべての更新フィードを追跡する
Keeps track of all communications,すべての通信を追跡します
Kelvin,ケルビン
Kerala,ケララ
Key,キー
Key Reports,主なレポート
Keyboard Shortcuts,キーボードショートカット
Kiloampere,キロアンペア
Kilocalorie,キロカロリー
Kilocoulomb,キロクーロン
Kilogram-Force,キログラム重
Kilogram/Cubic Centimeter,キログラム/立方センチメートル
Kilogram/Cubic Meter,キログラム/立方メートル
Kilogram/Litre,キログラム/リットル
Kilohertz,キロヘルツ
Kilojoule,キロジュール
Kilometer,キロメートル
Kilometer/Hour,キロメートル/時
Kilopascal,キロパスカル
Kilopond,キロポンド
Kilopound-Force,キロポンド重
Kilowatt,キロワット
Kilowatt-Hour,キロワット時
Kindly cancel the Manufacturing Entries first against the work order {0}.,製造指示 {0} に対して、まず製造入力伝票をキャンセルしてください。
Kindly select the company first,最初に会社を選択してください
Kip,キップ
Knot,ノット
Knowledge Base,ナレッジベース
Knowledge Base Contributor,ナレッジベースコントリビューター
Knowledge Base Editor,ナレッジベースエディター
LDAP Auth,LDAP認証
LDAP Custom Settings,LDAP カスタム設定
LDAP Email Field,LDAPメールフィールド
LDAP First Name Field,LDAP名前フィールド
LDAP Group,LDAPグループ
LDAP Group Field,LDAPグループフィールド
LDAP Group Mapping,LDAPグループマッピング
LDAP Group Mappings,LDAPグループマッピング
LDAP Group Member attribute,LDAPグループメンバー属性
LDAP Last Name Field,LDAP姓フィールド
LDAP Middle Name Field,LDAPミドルネームフィールド
LDAP Mobile Field,LDAPモバイルフィールド
LDAP Not Installed,LDAPがインストールされていません
LDAP Phone Field,LDAP電話番号フィールド
LDAP Search String,LDAP検索文字列
"LDAP Search String must be enclosed in '()' and needs to contian the user placeholder {0}, eg sAMAccountName={0}",LDAP検索文字列は'()'で囲み、ユーザープレースホルダー{0}を含める必要があります。例: sAMAccountName={0}
"LDAP Search String needs to end with a placeholder, eg sAMAccountName={0}",LDAP検索文字列はプレースホルダーで終わる必要があります。例えばsAMAccountName = {0}
LDAP Search and Paths,LDAP検索とパス
LDAP Security,LDAPセキュリティ
LDAP Server Settings,LDAP サーバー設定
LDAP Server Url,LDAPサーバURL
LDAP Settings,LDAP設定
LDAP User Creation and Mapping,LDAPユーザーの作成とマッピング
LDAP Username Field,LDAPユーザ名フィールド
LDAP is not enabled.,LDAPが有効になっていません。
LDAP search path for Groups,グループのLDAP検索パス
LDAP search path for Users,ユーザーのLDAP検索パス
LDAP settings incorrect. validation response was: {0},LDAP設定が正しくありません。検証応答: {0}
LIFO,後入先出法
LInked Analysis,リンキング分析
LMS Activity,LMSの活動
LMS Only,LMSのみ
LMS Setting,LMS の設定
LMS User,LMSユーザー
Lab Prescription,研究室処方
Lab Routine,ラボルーチン
Lab Technician,検査技師
Lab Technician Designation,検査技師の指定
Lab Technician Name,ラボ技術者名
Lab Test,ラボテスト
Lab Test Conducted:,実施されたラボテスト：
Lab Test Conducted: ,実施されたラボテスト：
Lab Test Event:,ラボテストイベント：
Lab Test Event: ,ラボテストイベント：
Lab Test Group Template,ラボテストグループテンプレート
Lab Test Item {0} already exist,ラボテスト項目{0}は既に存在します
Lab Test Name,ラボテスト名
Lab Test Report,ラボテストレポート
Lab Test Result:,ラボテスト結果：
Lab Test Result: ,ラボテスト結果：
Lab Test Sample,ラボテストサンプル
Lab Test Template,ラボテストテンプレート
Lab Test UOM,ラボテストUOM
Lab Test(s) {0} created successfully,ラボテスト{0}が正常に作成されました
Lab Tests,ラボテスト
Lab Tests and Vital Signs,ラボテストとバイタルサイン
Lab result datetime cannot be before testing datetime,ラボ結果のdatetimeはdatetimeをテストする前にはできません
Lab testing datetime cannot be before collection datetime,ラボテストdatetimeはコレクションdatetimeの前にはありません
LabTest Approver,LabTest承認者
Label,ラベル
Label Help,ラベルのヘルプ
Label and Type,ラベルとタイプ
Label is mandatory,ラベルは必須です
"Labels left, values right",ラベルは左、値は右
Laboratory,研究室
Laboratory SMS Alerts,研究所のSMSアラート
Laboratory Settings,実験室の設定
Laboratory Setup,実験室のセットアップ
Laboratory Testing Datetime,ラボラトリーテスト日時
Laboratory User,実験室ユーザー
Lakshadweep Islands,ラクシャディープ諸島
Landed Cost,諸掛コスト
Landed Cost Help,陸揚費用ヘルプ
Landed Cost Id,諸掛コストID
Landed Cost Item,輸入費用項目
Landed Cost Purchase Receipt,輸入費用領収書
Landed Cost Report,諸掛コストレポート
Landed Cost Taxes and Charges,陸揚費用租税公課
Landed Cost Vendor Invoice,諸掛コスト仕入先請求書
Landed Cost Voucher,陸揚費用伝票
Landed Cost Voucher Amount,陸揚費用伝票額
Landing Page,ランディングページ
Landscape,景観
Language,言語
Language Code,言語コード
Language Name,言語名
"Language, Date and Time settings",言語、日付と時刻の設定
Lapsed,失効した
Large,L
Last,最終
Last 10 active users,過去10人のアクティブユーザー
Last 14 Days,過去14日間
Last 30 Days,過去30日間
Last 6 Months,過去6ヶ月
Last 7 Days,過去7日間
Last 90 Days,過去90日間
Last Active,最後のアクティブ
Last Activity,最後の活動
Last Activity ,最後の活動
Last Backup On,最終バックアップオン
Last Carbon Check,最後のカーボンチェック
Last Communication,最後のコミュニケーション
Last Communication Date,最終連絡日
Last Completion Date,最終完了日
Last Deployed On,最終展開日
Last Edited By You,最終編集者: あなた
Last Edited By {0},最終編集者: {0}
Last Execution,最終実行
Last Fiscal Year,前会計年度
Last GL Entry update was done {}. This operation is not allowed while system is actively being used. Please wait for 5 minutes before retrying.,最終総勘定元帳入力の更新は {} に行われました。システムがアクティブに使用されている間、この操作は許可されません。再試行する前に5分間お待ちください。
Last Heartbeat,最終ハートビート
Last IP,最新のIP
Last Integration Date,最終統合日
Last Issue,最後の号
Last Known Versions,最後の既知のバージョン
Last Login,最新ログイン
Last Message,最新メッセージ
Last Modified By,最終更新者
Last Modified Date,最終更新日
Last Modified On,最終更新
Last Month,先月
Last Month Downtime Analysis,先月のダウンタイム分析
Last Name,お名前（姓）
"Last Name, Email or Phone/Mobile of the user are mandatory to continue.",続行するには、ユーザーの姓・メールアドレス・電話番号のいずれかが必要です。
Last Order Amount,最新の注文額
Last Order Date,最終注文日
Last Password Reset Date,最終パスワードリセット日
Last Point Allocation Date,最終ポイント割当日
Last Purchase Price,最終購入価格
Last Purchase Rate,最終仕入単価
Last Quarter,前四半期
Last Received At,最終受信日時
Last Reset Password Key Generated On,最終パスワードリセットキー生成日時
Last Run,最終実行
Last Sales Invoice,最新請求書
Last Sales Order Date,最終受注日
Last Scanned Warehouse,最終スキャン倉庫
Last Stock Transaction for item {0} under warehouse {1} was on {2}.,倉庫{1}の下のアイテム{0}の最後の在庫取引は{2}でした。
Last Sync Datetime,最終同期日時
Last Sync On,最後の同期オン
Last Synced On,最後に同期しました
Last Synced Transaction,最終同期取引
Last Update,最後の更新
Last Updated,最終更新
Last Updated By,最終更新者
Last Updated On,最終更新日
Last User,最後のユーザー
Last Week,先週
Last Year,昨年
Last carbon check date cannot be a future date,最後のカーボンチェック日を未来の日にすることはできません
Last refreshed,最終更新
Last synced {0},最後に同期しました{0}
Last transacted,最終取引日
Late Checkin,遅いチェックイン
Latest,新着
Latest Age,最新の年齢
Latest Attempt,最新の試み
Latest Highest Score,最新の最高得点
Latest price updated in all BOMs,すべてのBOMで更新された最新価格
Latitude,緯度
Layout,レイアウト
Layout Reset,レイアウトリセット
"Layout will be reset to standard layout, are you sure you want to do this?",レイアウトが標準レイアウトにリセットされます。よろしいですか？
Ldap settings,Ldap設定
Lead,リード
Lead ,鉛
Lead -> Prospect,見込み客 -> 潜在顧客
Lead Conversion Time,見込み客変換時間
Lead Count,リードカウント
Lead Details,リード詳細
Lead Id,リード ID
Lead Name,リード名
Lead Owner,リード所有者
Lead Owner Efficiency,リードオーナーの効率
Lead Owner cannot be same as the Lead,リード所有者は、リードと同じにすることはできません
Lead Owner cannot be same as the Lead Email Address,見込み客担当者は見込み客のメールアドレスと同じにすることはできません
Lead Source,リード元
Lead Time,リードタイム
Lead Time (Days),リードタイム（日）
Lead Time (in mins),リードタイム（分）
Lead Time Date,リードタイム日
Lead Time Days,リードタイム日数
Lead Time in days,リードタイム日数
Lead Type,リードタイプ
Lead is an Organization,リードは組織です
Lead must be set if Opportunity is made from Lead,リードから商談を作成する場合はリードの指定が必要です
Lead to Quotation,見積へのリード
Lead {0} has been added to prospect {1}.,見込み客 {0} は潜在顧客 {1} に追加されました。
"Lead, Opportunity, Customer, and more.",リード、商談、顧客ほか。
LeaderBoard,ランキング
Leaderboard,リーダーボード
Leads,見込み客
"Leads help you get business, add all your contacts and more as your leads",商機を得るため全ての連絡先などをリードとして追加します。
Learn,学ぶ
Learn Accounting,会計を学ぶ
Learn Asset,資産について学習する
Learn Procurement,購買を学ぶ
Learn Sales Management,販売管理を学ぶ
Learn Subcontracting,外注について学習する
Learn about  Navigation options,画面移動の方法について学ぶ
"Learn about <a href=""https://docs.frappe.io/erpnext/user/manual/en/common_party_accounting"" rel=""noopener noreferrer"">Common Party</a>","<a href=""https://docs.frappe.io/erpnext/user/manual/en/common_party_accounting"" rel=""noopener noreferrer"">Common Party</a>について学習する"
Learn about Standard and Custom Print Formats,標準の印刷書式とカスタム印刷書式について学ぶ
Learn about Web Pages,ウェブページについて学ぶ
Learn how to add Custom Fields,カスタムフィールドの追加方法を見る
Learn how to update opening balances,期首残高の更新方法を見る
Learn more,詳細を見る
Learn more about Chart of Accounts,勘定科目表について詳しく見る
Learn more about Production Planning,生産計画について詳しく見る
Learn more about Report Builders,レポートビルダーについて詳しく見る
Learn more about creating new DocTypes,新しい DocType の作成について詳しく見る
Learn more about data migration,データ移行について詳しく見る
Learning Management System Settings,学習管理システムの設定
Learning Management System Title,学習管理システムのタイトル
Leave Approver,休暇承認者
Leave Block List,休暇リスト
Leave Encashed?,現金化された休暇？
Leave Ledger Entry,休暇元帳エントリ
Leave Management,休暇管理
Leave Reason,欠勤理由
Leave Settings,設定を終了
Leave a Comment,コメントを残す
Leave and Attendance,休出
Leave application {0} already exists against the student {1},学生{1}に対して既にアプリケーション{0}を残しておきます
"Leave blank for home.
This is relative to site URL, for example ""about"" will redirect to ""https://yoursitename.com/about""","ホームの場合は空白のままにしてください。
これはサイトURLに対する相対パスです。例えば、「about」は「https://yoursitename.com/about」にリダイレクトされます。"
"Leave blank for home.\nThis is relative to site URL, for example ""about"" will redirect to ""https://yoursitename.com/about""",空白のままにしてください。これはサイトのURLに関連しています。たとえば、「about」は「https://yoursitename.com/about」にリダイレクトされます
Leave blank if the Supplier is blocked indefinitely,サプライヤが無期限にブロックされている場合は空白のままにしてください
Leave blank if you make students groups per year,年ごとに生徒グループを作る場合は空欄にしてください
Leave blank to repeat always,常に繰り返す場合は空白のままにします
Leave blank to use the password already saved for this bank account (if any). It is stored encrypted and reused for future statements.,この銀行口座に既に保存されているパスワード（もしあれば）を使用する場合は、空白のままにしてください。パスワードは暗号化されて保存され、将来の明細書で再利用されます。
Leave blank to use the standard Delivery Note format,標準の納品書形式を使用する場合は空白のままにします
Leave this conversation,この会話を残します
Leave unchecked if you don't want to consider batch while making course based groups.,コースベースのグループを作る際にバッチを考慮したくない場合は、チェックを外したままにしておきます。
Leave unchecked if you don't want to consider batch while making course based groups. ,コースベースのグループを作る際にバッチを考慮したくない場合は、チェックを外したままにしておきます。
Leaves Expired,期限切れの葉
Leaves Taken,取られた葉
Leaves has been granted sucessfully,葉がうまく与えられた
Leaves must be allocated in multiples of 0.5,休暇は0.5の倍数で割り当てられなければなりません
Leaving Certificate Number,証明書番号を残します
Ledger,元帳
Ledger Health,元帳健康
Ledger Health Monitor,元帳健全性モニター
Ledger Health Monitor Company,元帳健全性モニター会社
Ledger Merge,元帳統合
Ledger Merge Accounts,元帳統合勘定科目
Ledger Type,元帳タイプ
Ledgers,元帳
Ledgers Posted,元帳転記済
Left,退職
Left Bottom,左下
Left Center,左中央
Left Child,左の子
Left Index,左インデックス
Left column shows inherited defaults (Item Group → Company / Stock Settings). Right column is where you set overrides for this item only.,左の列には継承されたデフォルト（品目グループ → 会社 / 在庫設定）が表示されます。右の列では、この品目のみの上書きを設定します。
Left column shows system-level defaults (Company / Stock Settings). Right column is where you set overrides for this item group.,左の列にはシステムレベルのデフォルト（会社 / 在庫設定）が表示されます。右の列では、この品目グループの上書きを設定します。
Left this conversation,会話から退席
Legacy Fields,レガシーフィールド
Legal,法務
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,組織内で別々の勘定科目を持つ法人／子会社
Legal Expenses,訴訟費用
Legend,凡例
Length,長さ
Length (cm),長さ (cm)
Length Must be less than 280.,長さは280未満である必要があります。
Length of passed data array is greater than value of maximum allowed label points!,渡されたデータ配列の長さが、許可されている最大ラベルポイントの値を超えています！
Length of {0} should be between 1 and 1000,{0}の長さは、1〜1000の間であるべきです
Less,もっと少なく
Less Than,より小さい
Less Than Amount,金額未満
Less Than Or Equal To,以下
Less than a year,1年未満
Let us continue with the onboarding,オンボーディングを続けましょう
Let's Get Started,始めましょう
Let's Set Up Your Accounts and Taxes.,勘定と税を設定しましょう。
Let's Set Up Your CRM.,CRM を設定しましょう。
Let's Set Up Your Website.,ウェブサイトを設定しましょう。
Let's Set Up the Assets Module.,資産モジュールを設定しましょう。
Let's Set Up the Buying Module.,購買モジュールを設定しましょう。
Let's Set Up the Manufacturing Module.,製造モジュールを設定しましょう。
Let's Set Up the Selling Module.,販売モジュールを設定しましょう。
Let's Set Up the Stock Module,在庫モジュールを設定しましょう
Let's Set Up the Stock Module.,在庫モジュールを設定しましょう。
Let's Setup Manufacturing Module,製造モジュールを設定しましょう
Let's Setup Your CRM,CRM を設定しましょう
Let's avoid repeated words and characters,繰り返し単語または文字列を回避してみましょう
Let's begin your journey with ERPNext,ERPNext をはじめましょう
Let's create a Purchase Receipt,入荷を作成しましょう
Let's create a new Asset item,新しい資産品目を作成しましょう
Let's prepare the system for first use.,システムを準備して使い始めましょう
Let's review existing Asset Category,既存の資産カテゴリを確認しましょう
Let's review your Company,会社の内容を確認しましょう
Let's set up your account,アカウントを設定しましょう
Let's take you back to onboarding,オンボーディングに戻りましょう
Let's walk-through Chart of Accounts to review setup,勘定科目表を一通り確認して設定を見直しましょう
Letter,手紙
Letter Head,レターヘッド
Letter Head Based On,に基づくレターヘッド
Letter Head For,レターヘッド対象
Letter Head Image,レターヘッド画像
Letter Head Name,レターヘッドの名前
Letter Head Scripts,レターヘッドスクリプト
Letter Head cannot be both disabled and default,レターヘッドは無効とデフォルトの両方に設定できません
Letter Head in HTML,HTMLでレターヘッド
Letter Heads for print templates.,印刷テンプレートのレターヘッド。
Letter or Email Body Text,手紙または電子メールの本文
Letter or Email Closing Text,手紙または電子メールの締めくくりのテキスト
Let’s convert your first Sales Order against a Quotation,見積書から最初の受注を作成しましょう
Let’s create a Workstation,作業所を作成しましょう
Let’s create a stock opening entry,在庫の期首エントリを作成しましょう
Let’s create an Operation,作業を作成しましょう
Let’s create your first  warehouse,最初の倉庫を作成しましょう
Let’s create your first  warehouse ,最初の倉庫を作成しましょう
Let’s create your first Customer,最初の顧客を作成しましょう
Let’s create your first Material Request,最初の資材要求を作成しましょう
Let’s create your first Purchase Invoice,最初の仕入請求を作成しましょう
Let’s create your first Purchase Order,最初の発注書を作成しましょう
Let’s create your first Quotation,最初の見積書を作成しましょう
Let’s create your first Supplier,最初の仕入先を作成しましょう
Let’s setup your first Letter Head,最初のレターヘッドを設定しましょう
Let’s walk-through Selling Settings,販売設定を一通り確認しましょう
Let’s walk-through few Buying Settings,購買設定をいくつか確認しましょう
Level,レベル
Level (BOM),レベル (部品表)
"Level 0 is for document level permissions, higher levels for field level permissions.",レベル0はドキュメントレベルの権限用であり、より高いレベルはフィールドレベルの権限用です。
Level Name,レベル名
Liabilities,負債
Liability,負債
Library,ライブラリ
License,運転免許
License Details,運転免許詳細
License Number,運転免許番号
License Plate,ナンバープレート
License Type,ライセンス種類
Light,ライト
Light Blue,ライトブルー
Light Color,明色
Light Theme,ライトテーマ
Like,お気に入り
Liked,いいね!済
Liked By,いいね!
Liked by me,私が「いいね」しました
Liked by {0},{0} にいいね!されています
Liked by {0} people,{0}人が「いいね」しました
Likes,いいね！
Limit,リミット
Limit Crossed,リミットクロス
Limit Number of DB Backups,DBバックアップの数を制限する
Limit icon choices for all users.,全ユーザーが選べるアイコンを制限します。
Limit must be a non-negative integer,制限は非負の整数である必要があります
Limit timeslot for Stock Reposting,在庫再転記のタイムスロットを制限する
Limited to 12 characters,12文字に制限されています
Limits don't apply on,制限は適用されません
Line,行
Line Reference,明細参照
Line spacing for amount in words,言葉の金額の行間隔
Link,リンク
Link Cards,リンクカード
Link Count,リンク数
Link Customer to Patient,顧客を患者にリンクする
Link Details,リンク詳細
Link DocType,リンク文書タイプ
Link Document Type,リンクドキュメントタイプ
Link Expired,リンクが切れた
Link Field Results Limit,リンクフィールド結果制限
Link Fieldname,リンクフィールド名
Link Filters,リンクフィルター
Link Name,リンク名
Link Options,リンクオプション
Link Title,リンクタイトル
Link To,リンク先
Link To in Row,行内のリンク先
Link Type,リンク種類
Link Type in Row,行内のリンクタイプ
Link a new bank account,新しい銀行口座をリンクする
Link existing Quality Procedure.,既存の品質管理手順をリンクする。
"Link for About Us Page is ""/about"".",会社概要ページのリンクは「/about」です。
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)",ウェブサイトのホームページへのリンク。標準リンク（home、login、products、blog、about、contact）
"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)",Webサイトホームページのリンク。\n標準リンク（インデックス、ログイン、商品、ブログ、運営者、連絡先）
Link to Material Request,品目依頼へのリンク
Link to Material Requests,マテリアルリクエストへのリンク
Link to material requests,資材要求へのリンク
Link to the page you want to open. Leave blank if you want to make it a group parent.,開きたいページへのリンク。グループの親にする場合は空白のままにします。
Link with Customer,リンク顧客
Link with Supplier,リンク仕入先
Linked,リンク済
Linked Doctype,リンクされたDoctype
Linked Documents,リンクされたドキュメント
Linked Invoices,リンクされた請求書
Linked Item,リンク先アイテム
Linked Item Details,リンクされたアイテムの詳細
Linked Location,リンクされた場所
Linked Plant Analysis,リンクされたプラント分析
Linked Soil Analysis,リンクされた土壌分析
Linked Soil Texture,リンクされた土の質感
Linked With,とリンク
Linked with submitted documents,提出済みのドキュメントとリンクされています
Linked with {0},{0}とリンクしました
LinkedIn Post Id,LinkedIn投稿ID
LinkedIn Settings,LinkedInの設定
Linking Failed,リンクに失敗しました
Linking to Customer Failed. Please try again.,顧客へのリンクに失敗しました。もう一度お試しください。
Linking to Supplier Failed. Please try again.,仕入先へのリンクに失敗しました。もう一度お試しください。
Links,リンク
Liquidity Ratios,流動性比率
List,リスト
List / Search Settings,List / Search設定
List Columns,リスト列
List Filter,リストフィルター
List Settings,リスト設定
List View,リストビュー
List View Setting,リストビュー設定
List View Settings,リストビュー設定
List a document type,ドキュメントタイプを一覧表示します
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","[{""label"": _(""Jobs""), ""route"":""jobs""}] のようなリスト"
List items that form the package.,梱包を形成するリストアイテム
List of all share transactions,すべての株式取引のリスト
List of available Shareholders with folio numbers,フォリオ番号を持つ利用可能な株主のリスト
List of backups available for download,ダウンロード可能なバックアップのリスト
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease,フィールドで検出された病気のリスト。選択すると、病気に対処するためのタスクのリストが自動的に追加されます
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease ,フィールドで検出された病気のリスト。選択すると、病気に対処するためのタスクのリストが自動的に追加されます
"List of email addresses, separated by comma or new line.",カンマまたは改行で区切られたメールアドレスのリスト。
List of patches executed,実行されるパッチのリスト
List of themes for Website.,ウェブサイトのテーマのリスト
List setting message,リスト設定メッセージ
List this Item in multiple groups on the website.,ウェブサイト上の複数のグループでこのアイテムを一覧表示します。
Lists,一覧
Litre,リットル
Litre-Atmosphere,リットル-アトモスフィア
Live API Key,ライブAPIキー
Load All Criteria,すべての基準を読み込む
